,Batch,FPS,Memory,Method,Run,Time
340,10.0,0.006010230179028133,130784.0,IA-LBF,8.0,8.593973647531998e-06
341,0.0,0.003865979381443299,144.0,CA-LBF I,8.0,1.6120710600697488e-05
342,1.0,0.004921490508554019,144.0,CA-LBF I,8.0,1.011547705939202e-05
343,2.0,0.006006006006006006,144.0,CA-LBF I,8.0,9.33839077771452e-06
344,3.0,0.007310808140683659,144.0,CA-LBF I,8.0,8.878866171935782e-06
345,4.0,0.008244778307072188,144.0,CA-LBF I,8.0,9.211267178484019e-06
346,5.0,0.009751924721984603,144.0,CA-LBF I,8.0,1.0167414716665182e-05
347,6.0,0.010588801540189315,144.0,CA-LBF I,8.0,9.967978431876136e-06
348,7.0,0.011629663192871167,144.0,CA-LBF I,8.0,1.2020559172124724e-05
349,8.0,0.013665480427046264,144.0,CA-LBF I,8.0,8.855193171828304e-06
350,9.0,0.015376315079579175,144.0,CA-LBF I,8.0,1.0445806935522512e-05
351,10.0,0.017135549872122763,144.0,CA-LBF I,8.0,8.08541343514488e-06
352,0.0,0.0028061224489795917,144.0,CA-LBF II,9.0,1.546239803389473e-05
353,1.0,0.009976798143851507,176.0,CA-LBF II,9.0,6.662661603872212e-05
354,2.0,0.015106382978723404,176.0,CA-LBF II,9.0,7.5361540703358e-05
355,3.0,0.014787066246056782,176.0,CA-LBF II,9.0,9.29852244270293e-05
356,4.0,0.016477480776272427,176.0,CA-LBF II,9.0,9.265084484306114e-05
357,5.0,0.010921501706484642,208.0,CA-LBF II,9.0,0.00010053349728406218
358,6.0,0.012468030690537084,208.0,CA-LBF II,9.0,0.0001121727195945946
359,7.0,0.021837349397590362,208.0,CA-LBF II,9.0,0.00012537545820779462
360,8.0,0.02101974151398949,208.0,CA-LBF II,9.0,0.00011837804639661634
361,9.0,0.021511158913686476,272.0,CA-LBF II,9.0,0.00013387178432916653
362,10.0,0.02544757033248082,272.0,CA-LBF II,9.0,0.00015899644324288796
363,0.0,0.0028061224489795917,144.0,LBF,9.0,1.543075743741583e-05
364,1.0,0.010208816705336427,176.0,LBF,9.0,5.369166615592988e-05
365,2.0,0.022340425531914895,176.0,LBF,9.0,6.908450383863014e-05
366,3.0,0.029574132492113565,176.0,LBF,9.0,8.452037558021387e-05
367,4.0,0.03771512266569022,176.0,LBF,9.0,8.464601524637942e-05
368,5.0,0.03993174061433447,208.0,LBF,9.0,8.848643401846351e-05
369,6.0,0.04203964194373402,208.0,LBF,9.0,9.760688099692617e-05
370,7.0,0.047289156626506026,208.0,LBF,9.0,0.00011288400995012628
371,8.0,0.053827581309473085,208.0,LBF,9.0,0.00011676512736044902
372,9.0,0.05902124226942727,272.0,LBF,9.0,0.00012690807826305872
373,10.0,0.06585677749360613,272.0,LBF,9.0,0.00014430569511937006
374,0.0,0.007653061224489796,63660.0,IA-LBF,9.0,1.3870811660465546e-05
375,1.0,0.006728538283062645,70300.0,IA-LBF,9.0,9.791979651233468e-06
376,2.0,0.006595744680851064,76104.0,IA-LBF,9.0,9.806818981882942e-06
377,3.0,0.006703470031545741,84552.0,IA-LBF,9.0,1.1653326359032596e-05
378,4.0,0.006774075430245332,91572.0,IA-LBF,9.0,9.764279567354447e-06
379,5.0,0.006313993174061433,97992.0,IA-LBF,9.0,8.669136965423205e-06
380,6.0,0.006074168797953964,103532.0,IA-LBF,9.0,9.153588150246476e-06
381,7.0,0.00572289156626506,110480.0,IA-LBF,9.0,1.029908780992155e-05
382,8.0,0.005538985939497231,116472.0,IA-LBF,9.0,8.703021646289468e-06
383,9.0,0.00578112395805324,122360.0,IA-LBF,9.0,8.893855644115044e-06
384,10.0,0.006010230179028133,130860.0,IA-LBF,9.0,1.0528584280033865e-05
385,0.0,0.0028061224489795917,144.0,CA-LBF I,9.0,1.2858609667943398e-05
386,1.0,0.004176334106728539,144.0,CA-LBF I,9.0,9.192965337349666e-06
387,2.0,0.005106382978723404,144.0,CA-LBF I,9.0,9.15586701072598e-06
388,3.0,0.0065063091482649845,144.0,CA-LBF I,9.0,1.0940049199147838e-05
389,4.0,0.008787989747345295,144.0,CA-LBF I,9.0,9.200879647029386e-06
390,5.0,0.00955631399317406,144.0,CA-LBF I,9.0,8.230882066908713e-06
391,6.0,0.011029411764705883,144.0,CA-LBF I,9.0,8.337710850451939e-06
392,7.0,0.011596385542168675,144.0,CA-LBF I,9.0,9.716672362012329e-06
393,8.0,0.013066325805993467,144.0,CA-LBF I,9.0,7.868308783073187e-06
394,9.0,0.014788921753159451,144.0,CA-LBF I,9.0,8.494343430485399e-06
395,10.0,0.017135549872122763,144.0,CA-LBF I,9.0,9.958560650165264e-06
396,0.0,0.002813299232736573,144.0,CA-LBF II,10.0,1.2959374321831597e-05
397,1.0,0.00788863109048724,176.0,CA-LBF II,10.0,6.337729727084211e-05
398,2.0,0.010017050298380221,176.0,CA-LBF II,10.0,7.839321595504571e-05
399,3.0,0.016125860373647983,176.0,CA-LBF II,10.0,8.072150693394831e-05
400,4.0,0.009110787172011662,176.0,CA-LBF II,10.0,8.143428944947809e-05
401,5.0,0.017863218781898605,208.0,CA-LBF II,10.0,0.00010013184606781639
402,6.0,0.01579199234327644,208.0,CA-LBF II,10.0,0.00011018308928999236
403,7.0,0.023873873873873873,208.0,CA-LBF II,10.0,0.00011083192488259932
404,8.0,0.01985533966813218,208.0,CA-LBF II,10.0,0.0001160632547866282
405,9.0,0.029198062432723357,272.0,CA-LBF II,10.0,0.0001351431848601343
406,10.0,0.01751918158567775,272.0,CA-LBF II,10.0,0.00014375302003475832
407,0.0,0.002813299232736573,144.0,LBF,10.0,1.3266025673934603e-05
408,1.0,0.008352668213457077,176.0,LBF,10.0,6.0047351473099956e-05
409,2.0,0.014705882352941176,176.0,LBF,10.0,7.479171040641816e-05
410,3.0,0.02753195673549656,176.0,LBF,10.0,8.364139256140998e-05
411,4.0,0.030612244897959183,176.0,LBF,10.0,8.862740765963353e-05
412,5.0,0.04117046614494726,208.0,LBF,10.0,0.00010280490416214179
413,6.0,0.045302281065560696,208.0,LBF,10.0,0.00011038928914218832
414,7.0,0.057207207207207206,208.0,LBF,10.0,0.0001170218858302507
415,8.0,0.0618352006807545,208.0,LBF,10.0,0.00012576158725794041
416,9.0,0.07198600645855759,272.0,LBF,10.0,0.00014133165878962083
417,10.0,0.0731457800511509,272.0,LBF,10.0,0.00013315305888281047
418,0.0,0.009462915601023018,63912.0,IA-LBF,10.0,1.4003662553036572e-05
419,1.0,0.009976798143851507,69708.0,IA-LBF,10.0,8.524700813768315e-06
420,2.0,0.010230179028132993,76324.0,IA-LBF,10.0,1.0454308442555028e-05
421,3.0,0.009242871189773844,82688.0,IA-LBF,10.0,9.432867849516176e-06
422,4.0,0.00783527696793003,88208.0,IA-LBF,10.0,8.262044661272612e-06
423,5.0,0.007315413405920381,95760.0,IA-LBF,10.0,9.463041155170108e-06
424,6.0,0.007178178337852927,102444.0,IA-LBF,10.0,9.346900511680174e-06
425,7.0,0.006906906906906907,109568.0,IA-LBF,10.0,9.78507519759656e-06
426,8.0,0.006665721174301517,117544.0,IA-LBF,10.0,9.327569275536804e-06
427,9.0,0.00686221743810549,124372.0,IA-LBF,10.0,1.1043588237802105e-05
428,10.0,0.006649616368286445,131392.0,IA-LBF,10.0,9.607128690533232e-06
429,0.0,0.002813299232736573,144.0,CA-LBF I,10.0,1.293456690581293e-05
430,1.0,0.0030162412993039443,144.0,CA-LBF I,10.0,8.261550016917629e-06
431,2.0,0.0040494458653026425,144.0,CA-LBF I,10.0,9.987858815806535e-06
432,3.0,0.004916420845624385,144.0,CA-LBF I,10.0,9.241440484137951e-06
433,4.0,0.00564868804664723,144.0,CA-LBF I,10.0,7.716451937726919e-06
434,5.0,0.00748553929908132,144.0,CA-LBF I,10.0,9.447707180165651e-06
435,6.0,0.008613814005423513,144.0,CA-LBF I,10.0,9.054453605921501e-06
436,7.0,0.011711711711711712,144.0,CA-LBF I,10.0,9.077254551116245e-06
437,8.0,0.014466033186782017,144.0,CA-LBF I,10.0,9.01975651540776e-06
438,9.0,0.016684607104413347,144.0,CA-LBF I,10.0,9.762769925123442e-06
439,10.0,0.017391304347826087,144.0,CA-LBF I,10.0,9.00538200648064e-06
440,0.0,0.0028219599794766545,144.0,CA-LBF II,11.0,1.309985064766984e-05
441,1.0,0.006534422403733956,176.0,CA-LBF II,11.0,6.242065508830596e-05
442,2.0,0.024207369323050558,176.0,CA-LBF II,11.0,7.62880095802402e-05
443,3.0,0.013478691774033697,176.0,CA-LBF II,11.0,8.99758081713158e-05
444,4.0,0.019643840646227283,176.0,CA-LBF II,11.0,8.325705389758857e-05
445,5.0,0.012326656394453005,208.0,CA-LBF II,11.0,0.00010297951361945062
446,6.0,0.020819987187700194,208.0,CA-LBF II,11.0,9.087812380086856e-05
447,7.0,0.023329319686935582,208.0,CA-LBF II,11.0,0.00011049139772284303
448,8.0,0.016339869281045753,208.0,CA-LBF II,11.0,0.00012936958899864784
449,9.0,0.01981132075471698,272.0,CA-LBF II,11.0,0.00014027339752895174
450,10.0,0.021483375959079284,272.0,CA-LBF II,11.0,0.0001338633578928989
451,0.0,0.0028219599794766545,144.0,LBF,11.0,1.3148475163698444e-05
452,1.0,0.007001166861143524,176.0,LBF,11.0,6.125082118877236e-05
453,2.0,0.025492716366752356,176.0,LBF,11.0,7.402352772313035e-05
454,3.0,0.03349851337958375,176.0,LBF,11.0,8.190073907622658e-05
455,4.0,0.045346062052505964,176.0,LBF,11.0,8.089512710254717e-05
456,5.0,0.04913542201677795,208.0,LBF,11.0,9.204589479691754e-05
457,6.0,0.058936579115951314,208.0,LBF,11.0,9.285288392382203e-05
458,7.0,0.06456953642384106,208.0,LBF,11.0,0.00010188701494815691
459,8.0,0.06706450696220517,208.0,LBF,11.0,0.0001247112567608173
460,9.0,0.07196765498652291,272.0,LBF,11.0,0.0001504292359223237
461,10.0,0.07404092071611253,272.0,LBF,11.0,0.00013124174486822497
462,0.0,0.008209338122113904,66596.0,IA-LBF,11.0,1.4172907558928397e-05
463,1.0,0.007701283547257876,73024.0,IA-LBF,11.0,9.76675278912936e-06
464,2.0,0.00728363324764353,79320.0,IA-LBF,11.0,1.0098164506967631e-05
465,3.0,0.0075322101090188305,88448.0,IA-LBF,11.0,1.0666016226487536e-05
466,4.0,0.006425555351569671,94288.0,IA-LBF,11.0,8.485623909724698e-06
467,5.0,0.0063345317582605715,100560.0,IA-LBF,11.0,9.653973876193351e-06
468,6.0,0.006566303651505445,106368.0,IA-LBF,11.0,8.115153798442373e-06
469,7.0,0.006020469596628537,111996.0,IA-LBF,11.0,8.460142012693282e-06
470,8.0,0.005967604433077579,117796.0,IA-LBF,11.0,9.130787205051732e-06
471,9.0,0.006064690026954178,125460.0,IA-LBF,11.0,1.0216806138131822e-05
472,10.0,0.006521739130434782,131012.0,IA-LBF,11.0,8.464603067187905e-06
473,0.0,0.0028219599794766545,144.0,CA-LBF I,11.0,1.3140701183029919e-05
474,1.0,0.0039673278879813305,144.0,CA-LBF I,11.0,9.182577805895033e-06
475,2.0,0.004927163667523565,144.0,CA-LBF I,11.0,9.599562997145276e-06
476,3.0,0.005946481665014866,144.0,CA-LBF I,11.0,1.7085510665450352e-05
477,4.0,0.006976317238847072,144.0,CA-LBF I,11.0,9.449191113230598e-06
478,5.0,0.008731381612737545,144.0,CA-LBF I,11.0,8.597413533950743e-06
479,6.0,0.009929532351057015,144.0,CA-LBF I,11.0,7.66805700353674e-06
480,7.0,0.011288380493678507,144.0,CA-LBF I,11.0,8.132998016420868e-06
481,8.0,0.013356067064506962,144.0,CA-LBF I,11.0,8.529536193720764e-06
482,9.0,0.016711590296495958,144.0,CA-LBF I,11.0,9.6343906902226e-06
483,10.0,0.017391304347826087,144.0,CA-LBF I,11.0,7.952573145749415e-06
484,0.0,0.002274450341167551,144.0,CA-LBF II,12.0,1.2336019910136982e-05
485,1.0,0.004838709677419355,176.0,CA-LBF II,12.0,6.393278288148746e-05
486,2.0,0.013130029648454045,176.0,CA-LBF II,12.0,7.199103406850727e-05
487,3.0,0.014090019569471625,176.0,CA-LBF II,12.0,8.605871952420943e-05
488,4.0,0.025118310884601383,176.0,CA-LBF II,12.0,8.528559039737179e-05
489,5.0,0.015821708063967335,208.0,CA-LBF II,12.0,0.00010079516414784792
490,6.0,0.014367816091954023,208.0,CA-LBF II,12.0,0.00010507419054820484
491,7.0,0.019516589100735626,208.0,CA-LBF II,12.0,0.00010637334875158362
492,8.0,0.017444334137001843,208.0,CA-LBF II,12.0,0.00012094067436741692
493,9.0,0.023662274805055124,272.0,CA-LBF II,12.0,0.00012800500199601456
494,10.0,0.025319693094629156,272.0,CA-LBF II,12.0,0.00014566929077656007
495,0.0,0.002274450341167551,144.0,LBF,12.0,1.3724492470175802e-05
496,1.0,0.005069124423963134,176.0,LBF,12.0,6.174299232197995e-05
497,2.0,0.01609487505294367,176.0,LBF,12.0,7.084494309801284e-05
498,3.0,0.022504892367906065,176.0,LBF,12.0,7.952496223924566e-05
499,4.0,0.03858755005460503,176.0,LBF,12.0,9.503008419052694e-05
500,5.0,0.0461041170466145,208.0,LBF,12.0,9.776497282922516e-05
501,6.0,0.05140485312899106,208.0,LBF,12.0,0.00011582186217119689
502,7.0,0.053745683831256566,208.0,LBF,12.0,0.00010626578777099102
503,8.0,0.05587859878031485,208.0,LBF,12.0,0.00012035330219229145
504,9.0,0.0641301425114278,272.0,LBF,12.0,0.00012839757479154147
505,10.0,0.07033248081841433,272.0,LBF,12.0,0.00016643202973998263
506,0.0,0.008086934546373515,60576.0,IA-LBF,12.0,1.3270333548572576e-05
507,1.0,0.0064516129032258064,67100.0,IA-LBF,12.0,1.0162468273115356e-05
508,2.0,0.006776789495976281,74096.0,IA-LBF,12.0,1.0367745680433092e-05
509,3.0,0.007436399217221135,81148.0,IA-LBF,12.0,9.73113839557062e-06
510,4.0,0.0072806698216235895,88872.0,IA-LBF,12.0,1.0210448775548658e-05
511,5.0,0.006805035726437564,96336.0,IA-LBF,12.0,1.0031387519044995e-05
512,6.0,0.006545338441890166,102188.0,IA-LBF,12.0,9.808371815512928e-06
513,7.0,0.006305359555622279,108320.0,IA-LBF,12.0,8.701534628124595e-06
514,8.0,0.00680754502907389,115764.0,IA-LBF,12.0,9.476271092024267e-06
515,9.0,0.006587792417316483,122512.0,IA-LBF,12.0,9.716672362012329e-06
516,10.0,0.006265984654731458,130860.0,IA-LBF,12.0,1.0223249883512945e-05
517,0.0,0.002274450341167551,144.0,CA-LBF I,12.0,1.233493056252738e-05
518,1.0,0.002534562211981567,144.0,CA-LBF I,12.0,9.620338060054542e-06
519,2.0,0.004659042778483694,144.0,CA-LBF I,12.0,9.690577558462057e-06
520,3.0,0.0062622309197651665,144.0,CA-LBF I,12.0,9.089584667158325e-06
521,4.0,0.00691663633054241,144.0,CA-LBF I,12.0,9.508548435828497e-06
522,5.0,0.008166042871725076,144.0,CA-LBF I,12.0,9.484310862434355e-06
523,6.0,0.009578544061302681,144.0,CA-LBF I,12.0,9.265610185333696e-06
524,7.0,0.010358804984236601,144.0,CA-LBF I,12.0,8.179591252253606e-06
525,8.0,0.012338675365196426,144.0,CA-LBF I,12.0,8.840818662901182e-06
526,9.0,0.015192255982791072,144.0,CA-LBF I,12.0,9.117899714289485e-06
527,10.0,0.017263427109974423,144.0,CA-LBF I,12.0,1.0161786466031461e-05
528,0.0,0.00255885363357216,144.0,CA-LBF II,13.0,1.2951352762160891e-05
529,1.0,0.007686932215234102,176.0,CA-LBF II,13.0,6.927543655965338e-05
530,2.0,0.008315565031982943,176.0,CA-LBF II,13.0,7.408041182395334e-05
531,3.0,0.009053335957488683,176.0,CA-LBF II,13.0,9.211712358403503e-05
532,4.0,0.01644736842105263,176.0,CA-LBF II,13.0,0.00010136054264559291
533,5.0,0.023529411764705882,208.0,CA-LBF II,13.0,0.00010814013817498298
534,6.0,0.01680537772087068,208.0,CA-LBF II,13.0,0.00010709356121610455
535,7.0,0.024973672333383483,208.0,CA-LBF II,13.0,0.00010227661370735407
536,8.0,0.01962736452851657,208.0,CA-LBF II,13.0,0.00012786869199756773
537,9.0,0.028193713746121677,272.0,CA-LBF II,13.0,0.00013834622198727423
538,10.0,0.021739130434782608,272.0,CA-LBF II,13.0,0.00011621443496672378
539,0.0,0.00255885363357216,144.0,LBF,13.0,1.3019288440359715e-05
540,1.0,0.00791986955508968,176.0,LBF,13.0,6.031099691430563e-05
541,2.0,0.011300639658848614,176.0,LBF,13.0,6.747394181880713e-05
542,3.0,0.015941743751230072,176.0,LBF,13.0,7.699881351835005e-05
543,4.0,0.025950292397660817,176.0,LBF,13.0,8.787159108522028e-05
544,5.0,0.04143222506393862,208.0,LBF,13.0,9.272998793985834e-05
545,6.0,0.052176696542893725,208.0,LBF,13.0,0.00010559712526951907
546,7.0,0.0630359560704077,208.0,LBF,13.0,0.00010269545715712707
547,8.0,0.06713127577869435,208.0,LBF,13.0,0.00012248519056800002
548,9.0,0.07486847430190206,272.0,LBF,13.0,0.00013000157171871954
549,10.0,0.07698209718670077,272.0,LBF,13.0,0.00011447412804109887
550,0.0,0.008700102354145343,65160.0,IA-LBF,13.0,1.3981429958640601e-05
551,1.0,0.00815280689494526,71788.0,IA-LBF,13.0,9.906242497234424e-06
552,2.0,0.008315565031982943,77556.0,IA-LBF,13.0,8.720579978341384e-06
553,3.0,0.008069277701239913,83952.0,IA-LBF,13.0,9.382908769662943e-06
554,4.0,0.007492690058479532,90332.0,IA-LBF,13.0,9.374499815628242e-06
555,5.0,0.006990622335890878,97912.0,IA-LBF,13.0,9.133608014751767e-06
556,6.0,0.006562099871959027,104800.0,IA-LBF,13.0,1.0041337994676617e-05
557,7.0,0.006920415224913495,111432.0,IA-LBF,13.0,8.448245867374286e-06
558,8.0,0.006400227563646707,118424.0,IA-LBF,13.0,9.909984723446027e-06
559,9.0,0.006744907594765951,125480.0,IA-LBF,13.0,1.0062156248984862e-05
560,10.0,0.006649616368286445,130692.0,IA-LBF,13.0,7.704241112215356e-06
561,0.0,0.00255885363357216,144.0,CA-LBF I,13.0,1.2998590835777274e-05
562,1.0,0.0034940600978336828,144.0,CA-LBF I,13.0,9.390328434987682e-06
563,2.0,0.004477611940298508,144.0,CA-LBF I,13.0,8.297164410476368e-06
564,3.0,0.005707537886242866,144.0,CA-LBF I,13.0,8.821487426757812e-06
565,4.0,0.006030701754385965,144.0,CA-LBF I,13.0,8.821982071112795e-06
566,5.0,0.006990622335890878,144.0,CA-LBF I,13.0,8.584058136366216e-06
567,6.0,0.010083226632522407,144.0,CA-LBF I,13.0,9.570944581854616e-06
568,7.0,0.01188506092974274,144.0,CA-LBF I,13.0,8.097805253185503e-06
569,8.0,0.012800455127293414,144.0,CA-LBF I,13.0,9.42670381986178e-06
570,9.0,0.016187778227438283,144.0,CA-LBF I,13.0,9.617537817687354e-06
571,10.0,0.017263427109974423,144.0,CA-LBF I,13.0,7.209559736033735e-06
572,0.0,0.003097573567372225,144.0,CA-LBF II,14.0,1.3470129803333699e-05
573,1.0,0.010740135419098762,176.0,CA-LBF II,14.0,5.535713369915594e-05
574,2.0,0.010904425914047467,176.0,CA-LBF II,14.0,6.74976847478463e-05
575,3.0,0.015001973943939992,176.0,CA-LBF II,14.0,7.778678197583717e-05
576,4.0,0.024014665444546286,176.0,CA-LBF II,14.0,8.574264178137562e-05
577,5.0,0.016752136752136753,208.0,CA-LBF II,14.0,9.189354433558294e-05
578,6.0,0.014734144778987828,208.0,CA-LBF II,14.0,0.00010007533115061801
579,7.0,0.025459475745706537,208.0,CA-LBF II,14.0,0.0001095719248242289
580,8.0,0.017506404782237403,208.0,CA-LBF II,14.0,0.00012117810160107523
581,9.0,0.02681218000538938,272.0,CA-LBF II,14.0,0.0001200514375048219
582,10.0,0.02979539641943734,272.0,CA-LBF II,14.0,0.00012288172874529992
583,0.0,0.003097573567372225,144.0,LBF,14.0,1.3489936123508283e-05
584,1.0,0.011207097828624796,176.0,LBF,14.0,5.435646816902635e-05
585,2.0,0.019456916827025873,176.0,LBF,14.0,6.712670148160942e-05
586,3.0,0.02743782076589025,176.0,LBF,14.0,7.733121452489829e-05
587,4.0,0.046012832263978,176.0,LBF,14.0,8.597116747337753e-05
588,5.0,0.05247863247863248,208.0,LBF,14.0,9.011282465764596e-05
589,6.0,0.05573350416399744,208.0,LBF,14.0,9.922128705125836e-05
590,7.0,0.06658632118107864,208.0,LBF,14.0,0.00010519513469228129
591,8.0,0.07329917449473385,208.0,LBF,14.0,0.00011595420678787073
592,9.0,0.07976286715171113,272.0,LBF,14.0,0.0001204083218643918
593,10.0,0.0860613810741688,272.0,LBF,14.0,0.00011756861284220293
594,0.0,0.0074858027878162104,67148.0,IA-LBF,14.0,1.4547247010228047e-05
595,1.0,0.007471398552416531,72344.0,IA-LBF,14.0,7.6002105143060325e-06
596,2.0,0.007055805003207184,78768.0,IA-LBF,14.0,9.146468767981311e-06
597,3.0,0.006514015001973944,87020.0,IA-LBF,14.0,9.658425675388194e-06
598,4.0,0.006782768102658112,94040.0,IA-LBF,14.0,9.56642182536145e-06
599,5.0,0.006153846153846154,99368.0,IA-LBF,14.0,9.03517378811025e-06
600,6.0,0.006085842408712364,106384.0,IA-LBF,14.0,9.049496878705253e-06
601,7.0,0.0055739680626694784,113096.0,IA-LBF,14.0,9.057923314972876e-06
602,8.0,0.004981497295758611,119752.0,IA-LBF,14.0,9.601180617873734e-06
603,9.0,0.005524117488547561,125352.0,IA-LBF,14.0,8.951849352545154e-06
604,10.0,0.005498721227621483,131164.0,IA-LBF,14.0,8.816530699541563e-06
605,0.0,0.003097573567372225,144.0,CA-LBF I,14.0,1.3457503274222401e-05
606,1.0,0.0035022180714452487,144.0,CA-LBF I,14.0,7.140191264172312e-06
607,2.0,0.004276245456489203,144.0,CA-LBF I,14.0,8.525195458123298e-06
608,3.0,0.005329648637978681,144.0,CA-LBF I,14.0,8.966418222767683e-06
609,4.0,0.006782768102658112,144.0,CA-LBF I,14.0,8.960482490507893e-06
610,5.0,0.008547008547008548,144.0,CA-LBF I,14.0,9.666834629422897e-06
611,6.0,0.009609224855861628,144.0,CA-LBF I,14.0,8.621235647221365e-06
612,7.0,0.01084664055438385,144.0,CA-LBF I,14.0,8.611817865510493e-06
613,8.0,0.012667235980643324,144.0,CA-LBF I,14.0,9.306255348506935e-06
614,9.0,0.014955537590945837,144.0,CA-LBF I,14.0,8.305987796267948e-06
615,10.0,0.017135549872122763,144.0,CA-LBF I,14.0,8.110197071226124e-06
616,0.0,0.0020597322348094747,144.0,CA-LBF II,15.0,1.333688278435918e-05
617,1.0,0.022185894441849603,176.0,CA-LBF II,15.0,5.665062868743517e-05
618,2.0,0.008130081300813009,176.0,CA-LBF II,15.0,6.713956223483896e-05
619,3.0,0.014009471191791634,176.0,CA-LBF II,15.0,7.610845367938156e-05
620,4.0,0.01466275659824047,176.0,CA-LBF II,15.0,8.902757494281436e-05
621,5.0,0.0140218878248974,208.0,CA-LBF II,15.0,9.318901790128209e-05
622,6.0,0.012818458580355713,208.0,CA-LBF II,15.0,0.00010271627541143533
623,7.0,0.011911942098914354,208.0,CA-LBF II,15.0,0.00011127951735022657
624,8.0,0.015380233551694674,208.0,CA-LBF II,15.0,0.00012185370352064993
625,9.0,0.023161863722057634,272.0,CA-LBF II,15.0,0.00013549858220153935
626,10.0,0.023017902813299233,272.0,CA-LBF II,15.0,0.0001407690702505766
627,0.0,0.0020597322348094747,144.0,LBF,15.0,1.3308262651706906e-05
628,1.0,0.02475478748248482,176.0,LBF,15.0,5.992319573999935e-05
629,2.0,0.029311082584510057,176.0,LBF,15.0,7.420407291269896e-05
630,3.0,0.036306235201262825,176.0,LBF,15.0,8.251805523124473e-05
631,4.0,0.04343841642228739,176.0,LBF,15.0,9.507855933731522e-05
632,5.0,0.04890560875512996,208.0,LBF,15.0,0.00010176862423845347
633,6.0,0.04951129626662394,208.0,LBF,15.0,0.0001011132698297005
634,7.0,0.0520205066344994,208.0,LBF,15.0,0.00011422133495307018
635,8.0,0.05525491313016235,208.0,LBF,15.0,0.00011836961996034871
636,9.0,0.06248316725020199,272.0,LBF,15.0,0.00012863153231614842
637,10.0,0.06841432225063938,272.0,LBF,15.0,0.00012755344414661432
638,0.0,0.006179196704428424,64920.0,IA-LBF,15.0,1.4365325959424486e-05
639,1.0,0.006305464736104624,71660.0,IA-LBF,15.0,8.702278137207031e-06
640,2.0,0.006204535729567822,78344.0,IA-LBF,15.0,9.255290526077461e-06
641,3.0,0.00611681136543015,85300.0,IA-LBF,15.0,9.318110359160237e-06
642,4.0,0.006231671554252199,91820.0,IA-LBF,15.0,9.577798645526047e-06
643,5.0,0.006155950752393981,98352.0,IA-LBF,15.0,9.352735464009013e-06
644,6.0,0.006409229290177856,105748.0,IA-LBF,15.0,9.115917023402985e-06
645,7.0,0.0061821471652593486,112508.0,IA-LBF,15.0,9.340456766299052e-06
646,8.0,0.006550840216462546,117520.0,IA-LBF,15.0,9.400928838337285e-06
647,9.0,0.006463775922434689,124756.0,IA-LBF,15.0,8.023454344941772e-06
648,10.0,0.006521739130434782,130632.0,IA-LBF,15.0,9.169945350060096e-06
649,0.0,0.0020597322348094747,144.0,CA-LBF I,15.0,1.3247704827773113e-05
650,1.0,0.003269500233535731,144.0,CA-LBF I,15.0,8.176965832215621e-06
651,2.0,0.004278990158322636,144.0,CA-LBF I,15.0,8.744817551735526e-06
652,3.0,0.005130228887134964,144.0,CA-LBF I,15.0,8.557841985552143e-06
653,4.0,0.0071480938416422285,144.0,CA-LBF I,15.0,9.091068600223272e-06
654,5.0,0.00872093023255814,144.0,CA-LBF I,15.0,8.77746407916437e-06
655,6.0,0.008652459541740105,144.0,CA-LBF I,15.0,8.60735681101587e-06
656,7.0,0.010253317249698432,144.0,CA-LBF I,15.0,8.869567680755425e-06
657,8.0,0.0122472230133865,144.0,CA-LBF I,15.0,8.895838335001544e-06
658,9.0,0.014812819822246161,144.0,CA-LBF I,15.0,7.589740713520011e-06
659,10.0,0.017263427109974423,144.0,CA-LBF I,15.0,8.597939029304997e-06
660,0.0,0.0025380710659898475,144.0,CA-LBF II,16.0,1.25373016389112e-05
661,1.0,0.01245674740484429,176.0,CA-LBF II,16.0,6.008098728923877e-05
662,2.0,0.008047437526471834,176.0,CA-LBF II,16.0,6.929274911207776e-05
663,3.0,0.005874290189935382,176.0,CA-LBF II,16.0,8.064582634763599e-05
664,4.0,0.022068210833485317,176.0,CA-LBF II,16.0,9.145034299351862e-05
665,5.0,0.012438234792980065,208.0,CA-LBF II,16.0,9.60258032771067e-05
666,6.0,0.011182108626198083,208.0,CA-LBF II,16.0,0.00010291553584552853
667,7.0,0.01981981981981982,208.0,CA-LBF II,16.0,0.00010304738478948073
668,8.0,0.014186409419775855,208.0,CA-LBF II,16.0,0.0001228376138730753
669,9.0,0.024252223120452707,272.0,CA-LBF II,16.0,0.00014812931449398429
670,10.0,0.02442455242966752,272.0,CA-LBF II,16.0,0.00012550135907908735
671,0.0,0.0025380710659898475,144.0,LBF,16.0,1.2478724446994865e-05
672,1.0,0.011534025374855825,176.0,LBF,16.0,6.552652699324105e-05
673,2.0,0.016306649724692927,176.0,LBF,16.0,7.65313746028916e-05
674,3.0,0.019776776972782455,176.0,LBF,16.0,9.45309880363496e-05
675,4.0,0.03246397957322634,176.0,LBF,16.0,0.00010341628458490016
676,5.0,0.0337365820412336,208.0,LBF,16.0,9.634732210784532e-05
677,6.0,0.038977635782747606,208.0,LBF,16.0,9.81997055719895e-05
678,7.0,0.0503003003003003,208.0,LBF,16.0,0.00010092144448643167
679,8.0,0.053340899418357214,208.0,LBF,16.0,0.00011834235796065935
680,9.0,0.06319051468606844,272.0,LBF,16.0,0.00014903788259272268
