,Batch,Classifier,FPS,Memory,Method,Run,Time
301,4.0,SVM,0.006043956043956044,144.0,LBF,3.0,8.641931525899166e-06
302,5.0,SVM,0.007181942544459644,144.0,LBF,3.0,9.189997471219772e-06
303,6.0,SVM,0.009621552277100705,144.0,LBF,3.0,9.094107423651491e-06
304,7.0,SVM,0.011142900165637706,144.0,LBF,3.0,7.657647876382618e-06
305,8.0,SVM,0.01352890914269439,144.0,LBF,3.0,9.74740407075307e-06
306,9.0,SVM,0.015202475447329477,144.0,LBF,3.0,6.910173412172314e-06
307,10.0,SVM,0.017135549872122763,144.0,LBF,3.0,9.201668404244088e-06
308,0.0,NN,0.023017902813299233,144.0,CA-LBF I,3.0,0.0012404598798583478
309,1.0,NN,0.02490689013035382,176.0,CA-LBF I,3.0,5.526265662735428e-05
310,2.0,NN,0.03159018143009605,176.0,CA-LBF I,3.0,0.00011365888524352268
311,3.0,NN,0.03986579830274324,176.0,CA-LBF I,3.0,0.0001534782504639685
312,4.0,NN,0.03974358974358974,176.0,CA-LBF I,3.0,0.00016400774484848086
313,5.0,NN,0.036935704514363885,208.0,CA-LBF I,3.0,0.0002055247294952266
314,6.0,NN,0.03992944194996793,208.0,CA-LBF I,3.0,0.00023361898013806888
315,7.0,NN,0.04833609396175275,208.0,CA-LBF I,3.0,0.00022709989250325858
